Text	Classificacao
Eu gosto do app mas quando entrei no plano familiar me mostraram para eu verificar a conta até 7 dias horas depois me tiraram do plano familiar e hoje nem tive tempo para mexer no celular	Positivo
amo o serviço mas depois da atualização, as músicas estão abaixando o volume ao minimo, pausando ou desligando sozinhas. Espero que arrumem logo.	Negativo
O app é excelente gosto muito de ouvir músicas pelo Spotify, uma sugestão é colocar a opção de comentar nas músicas, mas não comentários fixo e sim temporário, acho que ficaria legal saber de outros sobre o que entenderam sobre a música.	Positivo
Ta precisando da uma atualizada nessa inerface. Nunca muda. E também precisam colocar um melhor gerenciamento na playlist. Fica um pouco bagunçado.	Neutro
Pensei que esse aplicativo fosse bom, porém me decepcionei com seus resultados... Muitas falhas não vale apena pagar por ele!!!	Negativo
"Bom. Porém no meu aparelho não aparece a opção "" Compartilhar no Stories do Instagram"" , meu aparelho é um Azus Zenfone 4 :("	Positivo
amo o app, mas recentemente ele tem fechado sozinho várias vezes. consertem esse bug por favor	Negativo
As músicas baixadas estão sendo excluídas e tenho que baixar de novo, a conexão está muito instável, qualidade do app piorando...	Positivo
Gostei,porém eu não sabia que tem que pagar mensalmente para ouvir músicas offline,em outros apps isso não é necessário!	Neutro
Está havendo um mini travamento/parada de som durante a reprodução das músicas, geralmente acontece nos primeiros segundos de execução	Positivo
O aplicativo está um lixo desde a última atualização: ele não está aparecendo na barra de tarefas e a música pausa do nada!	Negativo
eu simplismente ameiii❤️❤️ eu tenho o premium, é muito fácil de usar e eu posso escutar meu kpop da vida kkk❤️	Positivo
O app só abre no meu celular na hora que eu baixo, dps que eu saio ele não abre mais, já instalei e desinstalei e nada..	Neutro
Só da para ouvir músicas com internet ou comprar o premium, que alguns não conseguem pagar. E coisas tipo: avançar a música, pular a música, ouvir na ordem que quizer, que seria o básico também só da para fazer comprando o premium.	Negativo
Eu gostaria que o aplicativo tivesse a opção de deixar a capa do álbum em tela cheia para melhor visualização	Positivo
No meu Android não aparece mais no menu da música a opção de não reproduzir mais o artista. Por favor, verifiquem isso.	Positivo
Nossa! O aplicativo é ótimo, mas está com uns bugs horríveis. As músicas estão parando sozinhas -_-	Neutro
Mas que atualização hein... 😡 Agora não posso transmitir mas as músicas para o Chromecast sem ser Premium.	Negativo
De uns tempos pra cá tem piorado, ele sai do aleatório sozinho, não tem as músicas do Tim Maia... Tá complicado	Positivo
Era ótimo mas a cada atualização esta pior eu coloco pra tocar e a cada 15 a 20 minutos ele para sozinho a minha versão é premium e ando preferindo ver no YouTube pq essas paradas estão enchendo o saco.	Negativo
Na minha opinião não está funcionando porque eu entro e tento criar minha conta faço tudo certo mas dá erro e não consigo entrar não é a internet porque já tentei com 4g e a internet da minha casa e deu o mesmo erro se corrigirem vouto e dou 5 estrelas 🌟	Negativo
A nova atualização esta horrivel com o novo design, e eu pensei que era só isso porque não atualizei quando vi o do meu amigo mas vim reclamar e vi muita gente reclamando então por favor volta a versão antiga	Negativo
Fiz uma conta estava ótimo só que tive que fazer um backup porque o celular travou nao lembro mais a conta mais mesmos assim eles descontam no meu cartao tentei várias maneiras nao conseguie resolver e nao achei contato algun	Negativo
Travando muito, lento para buscar músicas, não tem identificador de músicas. Tenho conta Premium. Pensando em cancelar.	Positivo
Nunca deu problema mas ontem saiu minha conta tive que reconectar e baixar todas as músicas dnv att não sei se está no SD ou no SD externo pq essa opção sumiu	Positivo
A parte boa que vc salva a música e n precisa procurar no YouTube quem não gostou pnc de cada um pq vcs n sabe usar e fica julgando o app se vcs acharam ruim faz melhor	Positivo
Ei o pessoal que comanda o app a vzs a musica para de tocar do nada e tbm ela some da tela de bloqueio e fica tocando sozinho sla é um bug o app ta funfando de boas mas as vzs ocorre isso pfv arrumem	Positivo
Oi só queria falar que este app não funciona sem wifi e não é próprio para baixar músicas Apenas com o pacote premium é possível escutar músicas off-line Isso serve para todos com as dúvidas desse tipo	Positivo
Alguém me dá uma conta Premium no espotifai? Eu quero ouvir minhas músicas de Queens of Brazil mas tenho que ouvir todas até chegar na que eu quero, não gostei disso se me derem uma conta Premium eu dou 10 estrelas	Negativo
REALMENTE É O MELHOR APP DE MÚSICAS DO MUNDO INTEIRO PRA MIM ELE É COMPLETO NOTA DE AVALIAÇÃO E DE NOTA MÁXIMA DE ESTRELAS E SHOW DE BOLA MUITO CRIATIVO MUITO BEM ELABORADO FUNCIONA MUITO BEM VALE APENAS BAIXAR	Positivo
Mano na minha opinião esse app é ruim porque tipo é ridículo isso de você baixar as músicas, mais elas não vão pro cartão de memória fica só no aplicativo, e só pode ouvir as músicas se tiver internet.	Negativo
Em si o app é bom mais vocês poderiam adicionar as novas músicas do MC Maha ou uma do Drake que se eu não me engano se chama Keke do you love me dentre outras.	Neutro
Acabei de fazer o plano família , estava tão feliz por finalmente ter uma conta Premium . No entanto essa felicidade acabou quando o app não reconhece. Minha senha e e-mail para logar enme para modificar a senha app está péssimo	Negativo
Eu gosto e um bom aplicativo mas o meu sempre ta cobrando pra eu poder usar depois d um mes gratis eles querem pacote pago e eu abaixei pq e gratis para escutar quar musica	Negativo
O meu ta só bugando. Se eu começo ouvindo algumas músicas e depois for procurar outras, não carrega de jeito nenhum. Tenho que limpar o cache a cada 20 minutos pra poder conseguir ouvir outro artista	Negativo
Tem que tirar a reprodução de vídeo dentro do app quando a rede móvel está ativa, pois já realizamos o download das músicas antes para não gastar dados, mas mesmo fazendo o download da playlist toda, ainda é reproduzido alguns vídeos.	Neutro
Cara o App eh muito bom porém ele soh eh bom se vc tiver o Premium ( pagar por mês para ouvir músicas sem Internet, ouvir sem anúncios e poder escolher a ordem das musicas) mas se não pagar não consegue fazer nada.	Neutro
Eu uso esse aplicativo diariamente! Ultimamente o aplicativo fecha enquanto estou ouvindo músicas sem a minha solicitação, seja online ou offline. Já reinstalei o aplicativo e continua acontecendo isso. O que eu posso fazer para solucionar o problema?	Positivo
sinto falta de poder acessar as opções mais rapido, a navegação no app, nao e das melhores poderiam colocar uma aba que se pucha lateralmente para acessar playslists, configurações, enfim mwlgorar toda interface para navegação e poderka poder fazer download dos Daily Mix	Negativo
Não estou nem conseguindo baixar as músicas mesmo tendo memória suficiente pra baixa-las, além do mais , quando baixos as músicas somem e o app fecha sozinho! É muito ruim ter que pagar por algo no qual o serviço é falho!	Negativo
Olha o aplicativo poderia deixar nós pularmos quantas músicas nós queríamos sem ter que pagar, e também poderia permitir a gente a escutar música offline, isso melhoraria muito, e o spotify music seria o melhor APP de música com essas melhorias	Neutro
Consome muito dados. Sempre na oscilação de dados em viagens de outros estados por exemplo. Qualquer outro app aberto, por exemplo Mensagens da operadora o Spotfy fecha e interrompe a música. Ao retomar o mesmo volta para inicio da música que estava ouvindo . e nação tempo em que estava. Mal con…	Negativo
Quando estou na conexão 4G o app não consegue fazer buscas, aparece a mensagem que estou offline mesmo eu tendo uma boa conexão e ouço a minha biblioteca não baixada normalmente. Precisa resolver isso com urgência.	Neutro
Esse app é horrível, não dá para ouvir a música que tu quer sempre tem que botar no aleatório é um lixo esse app não recomendo e tbm fica dando muito anúncio, só dá pra tirar o anúncio se comprar premium	Negativo
Spotify já foi excelente, sou assinante e digo que de uns tempos pra cá está horrível. Widgets não funciona, nem tem mais o app na barra de notificações para alterar de música, tem que entrar no app pra trocar. Se não melhorar já era, sem condições de ficar assim	Negativo
É horrível, para quem ñ tem a versão premium nem consegue ouvir a música que quer, eu coloquei só uma música em uma playlist para poder ouvir quando eu quizesse, e ele adicionou outras músicas do nada, e eu coloco que ñ quero ouvir e sou obrigada a ouvir ( na minha opinião devia ser bem melhor) …	Negativo
Depois da atualização está cheio de bugs. Música parando no meio, não aparece na Barra de aplicativo, não conecta direito com multimídias (Não aparece a música que está tocando na multimidea). Quando consertar volto para 5 estrelas. Enquanto isso fica na 1	Negativo
Equipe do Spotify, estou tentando renovar assinatura e não está aceitando nem na minha conta nem na conta de outra pessoa da família, então eu acho que eu vou ter que contratar o Diezer e ouvir as minhas músicas, infelizmente.	Positivo
Está cada vez mais difícil de utilizar o aplicativo. A cada atualização ele vem com mais bugs. Agora além de não salvar as músicas baixadas o aplicativo fica pausando as músicas que estão sendo reproduzidas. Tá difícil fazer um aplicativo decente, galera?	Negativo
O aplicativo está perdendo a conexão e ao perder a conexão está interrompendo as músicas que estão tocando, mesmo com as músicas baixadas e as vezes o aplicativo some das notificações do topo da tela mas ainda fica em execução em segundo plano. Modelo celular: Moto Z Play - Android 8.0	Negativo
O app é ótimo porém falta opções para organizar as playlists (ordem alfabética) por exemplo. Separar as playlists criadas por mim das outras. E também seria interessante ter uma opção para ver somente as músicas baixas (para ouvir off LINE) se misturar com as outras.	Positivo
Um ótimo app, atende a todas as necessidades, porém após essa nova atualização não para de bugar, e toda hora a música para sozinha, quando se junta a reprodução de outras mídias piora tudoo! Espero que consertem esse erro.	Positivo
Olá Spotify! O serviço de vocês é realmente muito bom e incomparável, porém sinto falta de poder acompanhar as letras das músicas. Acho que o behind the lyrics não é suficiente neste ponto. Gostaria que no futuro adicionassem as letras. Obrigado!	Positivo
Assinei hoje e ja ta ruim, sou prémio e quando vou pesquisar músicas diz que estou off line, ja verifiquei tudo e estou com net e minha net e boa, velocidade empresarial. Complicado isso, passamos raiva. Estou no mês de teste e acho que vou voltar p dezeer mesmo	Negativo
Adicionaram musica erudita na minha playlist de música eletrônica só porque sou usuário gratuito?	Negativo
Eu adoro o Spotify, a única coisa que acho de ruim nele é que o premium é mt forçado, atrapalha na experiência de modo extremo. Vc n pode ver a próxima música da playlist, vc n pode passar várias músicas, e aparece anúncio toda hora.	Positivo
Fica saindo toda hora, não posso pesquisar que sai do app e demora pra abrir, quando desligo e entro de novo tenho que logar outra vez. As músicas que eu baixo não fficam sempre que entro e saio do app, ta tudo zerado.	Negativo
Horrible la aplicación não contém o que tô necesito pero es pago entonces tenía de ser excelente sin embargo las músicas se a escondidas tbm se queda sumir.. lo app se queda bajar en ingles.. pela mor de Dios. Spotify horrible.	Negativo
Eu tenho apenas uma coisa que me incomodou: eu não consigo ouvir música no celular e no computador ao mesmo tempo. Amaria mais ainda o aplicativo se isso fosse melhorado	Positivo
Enganação. Diz que você pode usar a versão gratuita com algumas limitações e você aceita, aí tentam vender a versão Premium e, se você não compra, não funciona mais nada. Você não consegue nem ouvir as playlists porque toca músicas que não foram selecionadas.	Negativo
Estou com problemas no aplicativo no meu Android. Está travando muito e quando uma pasta fica aberta por muito tempo, quando tento trocar para outra, eu não consigo. Somente após dar um restart no celular que eu consigo abrir uma nova pasta. Favor corrigir o erro, pois no iPhone isto não acontec…	Negativo
Acho que até o mínimo de opções estão sendo só pra Premium, tudo bem ter uma versão paga, mas a maioria dos detalhes básicos são pagos, eu hein, prefiro baixar álbuns na net e ouvir no reprodutor de mídia do cel huehuehuehue extremamente capitalista :*	Positivo
O app depois da última atualização ficou mto ruim. Sumiu as playlist que eu tinha feito. Não tem mais opção de usar como conta gratuita, nem escolher as músicas. Agora ou vc paga ou não tem opção de experimentar o app e seus benefícios. Caiu no conceito	Negativo
Depois da última atualização não reconheceu o pagamento. Usava a mais de um ano. Não reconhece, mesmo que tente atualizar o pagamento. Com isso perdi minhas playlists, pois estou sendo obrigado a migrar para outra plataforma pelo próprio spotfy. Não comprem.	Negativo
Acho que poderia aumentar a quantidade de músicas que podemos baixar. Por vezes as músicas somem da memória, não sei se algum problema no Spotify ou no meu aparelho. Agora, além do problema acima mencionado, o Spotify fica saindo sozinho da conta e quando entro às músicas não estam mais lá, tendo…	Positivo
O App me decepcionou muito dessa vez, quando fui entrar hoje todas as minhas músicas foram apagadas do nada sem motivo, e agora vai demorar HORAS para baixar 1.022 músicas de novo	Positivo
Antes era perfeito agora não tem qualquer utilidade. Não dá para ouvir a música que queremos, nem mesmo na lista de reprodução. Somos obrigados a ouvir o que nos sugerem. E os anúncios chateiam. Depois da atualização, as músicas ficam aos soluços, ou seja o Spotify já não vale nada.	Negativo
"A versão grátis não eta muito boa, agora então. Não poder pular as faixas, ainda tem um monte de ""sugestão"" chata que não tem nada a ver com nossa playlist que não dá pra desativar, sem contar que a gente dá play e toca outra coisa nada a ver."	Negativo
Estamos sempre mudando e melhorando o Spotify. Não parece, pq na minha lista de recém tocadas aparece coisa que não ouvi e nem quero, deveria ter uma opção pra remover alguns itens do Navegar, não quero ficar vendo artistas Pop e Sertanejo Universitário e nem Funk	Positivo
Para eu passar ou voltar a música, eu preciso destravar o celular (porque o app não aparece na tela de bloqueio). Depois de destravar o celular eu tenho que abrir o spotify pra fazer qualquer coisa (porque o controlador do spotify não aparece na lista de notificações).	Negativo
Não sei o que aconteceu com essa última atualização, mas ficou como se fosse uma conta gratuita, não consigo mais baixar as playlists, não consigo nem escolher as músicas, só me dá a opção de ouvir em ordem aleatória.	Negativo
Era bom, mas de um tempo pra cá só fica dando off-line e só volta quando quer, não importa a qualidade da Internet e nem se vc é Premium. A única solução é deletar o cache. Indo pra Google Play Music.	Negativo
A biblioteca, a navegação, algumas funções são ótimas compensa pagar cada centavo, mas se vc utiliza no smartphone em modo offline e não tem um plano de dados bacana, depois de algumas atualizações começa a passar raiva, pq ele não valida sua biblioteca, vc tem que colocar tudo para baixar novam…	Negativo
Após atualização, o app está um lixo, pago para ter um serviço de qualidade e hoje tenho um lixo, o app não aparece na barra de notificações, a música para derrepente, o widgets do app não aparece a música que estou tocando, e tenho q entrar à todo instante no app para trocar de música ou simples…	Negativo
Cara eu paguei pelo boleto e eu sei que está escrito 5 dias uteis porém, nunca demorou mais de 2 dias e eu estou ficando preucupada com a minha assinatura que não foi reativada	Positivo
Não gostei desse atualização, não tem como mais eu ouvir músicas em outros dispositivos só usuários Premium podem fazer isso, mudem isso deixa do jeito que era antes não gostei. Eu tenho o Spotify a muito tempo e eu curtia muito essa função de ouvir música em outros dispositivos mas agora não dá…	Negativo
"Ótimo aplicativo sem dúvidas, mas gosto de músicas de um álbum da banda ""I See Stars"" justo um álbum que não está disponível. Acharia ótimo uma forma de adicionar uma alteração na tela de bloqueio enquanto escutamos as músicas (como a foto do álbum) nos celulares Android da linguagem Samsung"	Positivo
O app não está muito bom ultimamente pois colocaram para a baixar a música quando o volume está auto, isso acabou com o app pois cada um tem que saber o vai prejudicar a sua audição. Por favor, tirem isso.	Negativo
Esse app grátis não tem nada de bom. Vc monta uma playlist e repete sempre as mesmas 5 músicas, TDA hora fala de propaganda Premium, não tem como voltar a música, não tem como avançar, e não tem como escolher a música. Se quiser um bom terá que pagar bem caro.	Negativo
as vezes ele apaga suas músicas baixadas, te expulsa do plano familiar, trava meu celular ruim mas é um ótimo aplicativo, já fazia uns dois anos que usava o free, agora alguns meses sou premium, recomendo	Positivo
Embora o serviço de streaming seja muito bom, o aplicativo é pesado e leva um bom tempo para carregar (Moto G4 Plus). A outra opção, versão lite, ainda está em desenvolvimento e não possui a opção de fazer o download das músicas.	Negativo
O Spotify não tá conectando com o Chromecast, tô ouvindo música e de repente,o Spotify para de ler,e sou Premium e tá desse jeito,e pior que não conecta mais, já tem é dias! E não o Chromecast que tá estragada é o Spotify que tá bugando toda hora!Resolvem isso! Porquê amo o app,mas tô ficando co…	Neutro
O app está PÉSSIMO ultimamente. Ele não aparece na barra de aplicativos, eu não consigo trocar de música sem entrar no app e as músicas param do nada! Eu preciso reiniciar o tempo todo. Façam alguma coisa, a gente paga pra ter um serviço de qualidade!	Negativo
"Ser Premium vale muito a pena, ainda mais no plano familiar, mas por favor, coloquem um layout mais fácil de se usar e a opção de selecionar mais de uma música pra adicionar em playlist PS:sigam minha playlist ""nada RAPido"""	Positivo
Músicas pausando sem motivo algum, funcionamento totalmente anormal do Bluetooth. A cada dia o app se comporta de uma maneira diferente. Usá-lo no carro tem sido um teste de paciência. Como fazer uma chamada dentro do carro se a música continua tocando?	Negativo
na humild vcs só fodem cmg, minhas playlists somem do nada, eu poderia comprar 2 dogao pra morena com esse money, reveja seus conceitos parça, app me decepciona cada vez mais	Negativo
Pra que fazer uma confirmação se eu sou da família? Ai eu não entro no e-mail toda semana e me lasquei pois mandaram um email pra eu confirmar q sou da família. Agora não posso mais acessar com meu e-mail no spotify da minha família. Eu tô pagando, pra que tem q confirmar se eu sou da família!?	Negativo
Está instável. Sempre dá uma travadinha do meio da música. Aparece notificações no ícone. As vezes funciona rápido e as vezes demora demais pra tocar. Precisa melhorar, meu celular tem 6gb de ram. Funcionava melhor no iphone 4	Negativo
Alô? Tem alguém lendo aqui? O app está bugado demais. A principal atração do app é o conteúdo, mas de que serve isso SEM PODER FAZER BUSCA? Está sempre informando erroneamente que está offline. Reinstalar o app não resolve.	Negativo
DO QUE ADIANTA TER MÚSICA OFFLINE SE VOCÊ PRECISA BAIXAR TODA HORA, TODAS AS MÚSICAS? CADA VEZ QUE ABRO O APP PRECISO BAIXAR TUUUUUUUDO DE NOVO. JÁ DEU! MIGRANDO PRA OUTRO SERVIÇO.	Negativo
Péssimo, agora nem transmitir através do PS4 e do Chromecast é possível. Isso sim é desespero pra obrigar as pessoas a assinarem o serviço. Vou desinstalar agora. Se antes pensava em assinar agora Nou vou mais!	Negativo
Eu gosto muito do Spotify mas estou odiando ser obrigada a ouvir as minhas músicas em ordem aleatória. Se continuar assim infelizmente vou desinstalar esse aplicativo	Negativo
Todas as vezes que eu entro no app, baixo as músicas tranquilamente. Na próxima vez que entro faz logout automaticamente e eu tenho que baixar todas as músicas novamente! Que também não estão baixando todas.	Negativo
Eu sempre gostei desse APP e gosto não consigo ficar mais sem ele, bom o problema é q, eu não sei se é só o meu aparelho mas ele estar bugando quando vai passando as músicas fica só mostrando a musica anterior na barra de notificação se puderem concertem isso logo	Positivo
Por favor arrumem suas atualizações, algumas corrigem e outras quando instaladas estão com bugs. Essa última por exemplo não mostra as capas de cd ou foto de artistas. Arrumando darei nota melhor. Obs.: no PC uso normal, erros apenas na versão Android.	Neutro
Só piorando essas atualizações. No Brasil todo mundo sabe q a conexão de internet 4G/3G oscila as vezes, quando desconecta tenho q fecha o app e abrir de novo, pq o app demora a conectar de novo.	Negativo
Muitas músicas só tem ao vivo, vcs poderia colocar o áudio original tbm.	Negativo
O Aplicativo é ótimo, sem sombra de dúvidas. Não há problema algum no meu celular (Moto Z2 Play). Agora um detalhe que ficaria muito legal seria se aparecesse a atividade dos amigos (Músicas que eles estão ouvindo).	Positivo
Por favor faça um modo offline para quem não consegue comprar o Premium , eu gosto muito de ouvir música mais não tenho condições para pagar o Spotify , tirando isso o app e muito bom 👍	Positivo
Ele era ótimo mas a última atualização cagou o app ! Para direto , a música aparece com uma foto que não tem nada a ver, ou aparece zerada e não toca, ou toca e continua zerada. Até as músicas que são feito download ele fica parando!! Consertem logo ou vão perder mtos clientes !!	Negativo
O APP fica cada dia pior, e agora além de tudo precisa ter Premium pra colocar música no ps4... É a coisa mais ridícula e mercenária que eu vi em muito tempo.	Negativo
Na minha opinião vcs deveriam parar com a babaquice de colocar tudo para o Premium e tirar esse sistema capitalista do spotify,antes eu conseguia conectar no Chromecast numa boa agora eu tenho que pagar pra eu poder ouvir minhas músicas,péssimo hábito esse de vcs de querer tirar o dinheiro que a …	Negativo
Trava muito, mesmo usando no wifi. O campo de busca tbm para de funcionar. Melhorem a qualidade do app! Não compensa pagar por uma conta premium quando não se tem funções básicas/primárias.	Neutro
Primeiro. Toda hora preciso baixar todas as músicas. Segundo o prometido foi que eu poderia usar offline após pagar para baixar as músicas. Terceiro, não consigo cancelar o serviço, pois toda hora aparece a mensagem de indisponibilidade.	Negativo
Precisam corrigir o bug de quando está conectado ao bluetooth... Por vezes não aparece a música certa na tela e, PIOR, fica tocando a música durante uma ligação... Muito complicado ouvir música no carro. E não é defeito do som, já que várias pessoas reclamam do mesmo defeito.	Negativo
Excelente App!! Porém, na última atualização não aparece mais a opção de usar o Micro SD como memória de downloads. E tem utilizado toda a minha memória interna. De puderem me ajudar agradeço.	Positivo
Nao estou conseguindo buscar nenhuma musica, so diz para ficar online porem nao estou em modo offiline, por favor me ajudem se não vou precisar cancelar a conta 😐	Negativo
ULTIMAMENTE ESTÁ HORRÍVEL, MÚSICAS ESTÃO PARANDO DO NADA, NÃO ENCONTRA QUANDO PESQUISADO. GOVERNO FDP, COLOCARAM OS IMPOSTOS, PRA NÃO AUMENTAR NO PREÇO, BAIXARAM A QUALIDADE DOS SERVIÇOS, CANCELEI MINHA CONTA, NÃO PRETENDO VOLTAR A ASSINAR.	Negativo
Estou ficando chateada com o app, baixo as músicas, elas aparecem como baixadas, mas, quando estou offline elas não reproduzem. Paguei para ter um aplicativo que não cumpre com o que promete. Somente algumas músicas são baixadas, outras não. . Se puderem me ajudar com essa questão, eu mudo meu v…	Negativo
A interface no Zenfone Selfie é horrível. Falta várias opções, sem contar que na aba Álbuns não aparecem todos os meus álbuns salvos e nem tem uma lista com todas as minhas músicas, arrumem isso logo (pois antes não era assim).	Negativo
Sou usuário Premium a mais de 1 ano. Queria as letras de volta, pelo menos na versão desktop... Versão antiga no desktop quem usou sabe que era possível acompanhar a letra junto com as músicas. Até hoje não sei porque tiraram. =\	Neutro
A única reclamação que tenho a fazer, e não sei se é sobre o serviço de streaming ou sobre o app, é que meus downloads somem do nada, sem eu ter mexido no cache. Isso me aborrece bastante, pois é um problema que eu enfrento já de longa data e queria uma solução.	Positivo
É satisfatório pelo extenso catálogo musicas e pela qualidade de todas elas. Queria muito que o GENIUS fosse em PORTUGUÊS (BRASIL). Até porque quem é PREMIUM no Brasil não é obrigado a saber inglês.	Neutro
Gostei bastante,mas poderia melhorar com o poder da escolha mais aprofundado,ou seja, se uma playlist vai ser reproduzida aleatoriamente ou por escolha nossa. Além de disponibilizar a letra das músicas e a tradução das internacionais. Também deveriam pagar melhor os artistas	Positivo
Depois da atualização ficou péssimo. Mesmo no Premium, se você não tem internet não consegue acessar as playlists salvas, pois o app fica buscando internet para abrir as páginas. Para que vou pagar Premium? Se não posso usar a principal função. Por favor, arrumem esse bug no Android.	Negativo
O modo aleatório é horrível e não consigo mudar. Você está numa onda e entra outra música que você escolheu para outra ocasião. Para quem tem um gosto eclético , o modo aleatório se torna irritante.	Neutro
É impressão minha ou ultimamente o spotify anda pecando na qualidade de música? já usei todos os concorrentes e o spotify não me agrada muito nesse quesito. Poderia também colocar a opção mudar o user e a foto de perfil pelo celular já que nem todos tem acesso ao pc.	Neutro
Amo demais, mas o app precisa parar de fechar sozinho toda hora no celular. E nem entrou em modo de economia nem nada porque eu estava mexendo no celular ouvindo música.	Positivo
Spotify tá de parabéns dos da última atualização consegui cair mais que o Neymar em jogo importante. Não dá nem pra adicionar as músicas mais... Ou ouvir nossa playlist, tá só pra quem paga agora. :/ Lamentável	Negativo
O app é bom, mas sinto falta de entrar num artista e ver a lista de música dele. Só aparece as 5 mais populares ou tem que entrar de álbum em álbum pra achar a música que vc quer.	Neutro
O app tem uma proposta muito legal, porém, ou paga, ou não conseguirá se quer passar uma música. Ninguém gosta de propaganda,mas compreendo que é necessário aos não pagantes, ( mas pra que 1 por música, isso irrita ) ouso a música que não quero e ouso propaganda. Prefiro ouvir no YouTube que pelo…	Negativo
Está tudo bom até eu não aceitar o spotify pago, daí vem me falar que não está atualizando... Aff não sou obrigada a pagar um serviço que tenho de graça que pra mim está ótimo.	Negativo
O spotify é bom pq tem várias músicas um ponto negativo limites para mudar as músicas os anúncio até que são poucos 2 a cada 30 minutos as vezes entra no meio das músicas. Também não quero pagar 😒😒😒😒	Neutro
O app tem a opção de teste grátis por 30 dias, quando coloco aceitar ele querem cobrar	Positivo
O motivo d'eu não ter dado 5 estrelas: é que a versão de celular te restringe à escolher a música que irá tocar, lhe permitindo apenas em ordem aleatória... Tornem a versão de Android igual a de PC, aí beleza!	Negativo
Ja foi um dos melhores aplicativos de streeming de música, mas as atualizações estão completamente fora de cogitação juntamente com o Musixmatch, ambos estão com problemas nestas atualizações e fazem com que os usuários deixem de utilizar ambos app.	Negativo
Pra ficar melhor teria que dar a opção de salvar uma lista que um amigo nos compartilhou. Pois só podemos visualizar.	Positivo
Não recomendo! Tenho a conta premium e não consigo fazer pesquisas, exibe a mensagem que eu estou offline, mesmo com acesso a internet. Ai eu tenho que procurar no Deezer sz	Negativo
O meu Spotify estava apagando as músicas no modo offline, mesmo eu sendo Premium. Porém, após a formatação do meu aparelho e reinstalação do app, ele não apresenta mais esse problema.	Positivo
Era tudo ótimo, agora tá cheio de bugs! Toda hora a música para sozinha, não aparece na barra de notificações, nem sempre consigo mudar de música pelos botões do fone, no modo offline muitas vezes não aparece a capa dos álbuns, as playlists ficam carregando eternamente, como numa conexão ruim...…	Neutro
Já foi melhor. Arrumam uma coisa é estragam outra. Está com problemas para identificar que o app está online (wifi ou 4g) além do que a opção para excluir as músicas todas de uma vez sumiu, deixando só a de excluir cash. MELHOREM AS OPÇÕES DE ARMAZENAMENTO E EXCLUSÃO DE Downloads.	Neutro
Depois dessa última atualização minhas músicas sumiram, tentei baixar novamente e elas não baixam, não consigo ouvir nenhuma música. Acho que vou ter que CANCELAR, mesmo gostando muito.	Negativo
Está PÉSSIMO, TERRÍVEL. Toda hora ele fica offline pra pesquisas e em vários momentos fica carregando e nem a página aparece. Como pode um app tão famoso piorar tanto com atualizações??? Logo eu migro pra Deezer se não melhorar...	Negativo
Voltando aqui pra dizer que a cada atualização tá pior. 😑 Tá horrível, bugando toda hora, músicas offline param de tocar do nada, app n fica mais na barra de status, encerrando sozinho. Já reinstalei, limpeza e tudo mais no cel. Mas nada resolveu. ZenFone 3 5.5	Positivo
O app em si é bom. Mas os defeitos são: Você não pode trocar de música e selecionar a que quer, só no premium. Se ao menos fizessem isso, todo mundo ia ficar satisfeito!!! NEM TODO MUNDO PODE FICAR PAGANDO APP!	Positivo
Não posso ouvir minhas músicas da playlist na sequência certa , esse modo aleatório e horrivel !	Negativo
Logo que o encontrei não sei muito crédito. Porém, ele já me surpreendeu de cara, parabéns pelo trabalho dedicado a este app, ele realmente é muito útil, eficiente e eficaz em todos os sentidos!	Positivo
Quando coloco as músicas de um único artista para tocar, entram no aleatório várias músicas que esse artista nem colaborou. Mas enviei um e-mail ao Spotify e espero que resolvam isso. Tirando esse problema, o aplicativo é bom.	Neutro
App não está mais ficando como atalho após travamento da tela depois da última atualização, assim como está perdendo as músicas baixadas do nada! Aparelho Motorola G6.	Negativo
Muito bom na qualidade do áudio, porém a quantidade de músicas que não estão disponíveis é muito grande, por isso desanima ficar pagando o Premium se você não pode ouvir as músicas desejadas	Neutro
Eu gosto do Spotify, mas acho que tem que melhorar muita coisa. Diz que toca offline, mentira. As músicas ficam desabilitadas. Eu baixo algumas playlists, e quando vou escutar Offline tbm não funciona. Tô cansada de ficar baixando as mesmas playlists. Vou cancelar minha assinatura, estou descont…	Negativo
Alguém está conectado à minha conta, não consigo desconecta-la e nem acho lugar para contatar o spotify sobre. Arrumem esse problema ou irei cancelar a assinatura.	Negativo
Não sei o pq de vcs botarem defeitos! Aí pirili aqui ai pirili alí! Mas vão se catar tbm, o aplicativo é BOM SIM e eu recomendo! E sem reclamação paro né deu por favor!!!😤	Positivo
Cara é bom mais vc não consegue ouvir sua própria playlist fica tocando músicas aleatórias q vc não conhece odiei essa parte e é por isso q vou desinstalar	Negativo
Spotify, depois das últimas atualizações, o app está travando, não está funcionando direito o widget pra mudar as músicas com celular bloqueado, nem sempre ele aparece. Às vezes mudo de música e na interface continua na música anterior. O app está passando a música sozinho, e a integração com o …	Neutro
Não consigo usar o app, pq ele diz , (NENHUMA CONEXÃO COM a iNTERNET DISPONÍVEL ) Mas minha net ta conectada e ta tudo certo. isso é um saco	Negativo
Muito bom o aplicativo, apesar de faltarem alguns recursos, como, por exemplo, uma opção para equalização da música. É péssimo ter que ouvir sempre no som de vitrola do fone de ouvido. Por favor, incluam isso nas próximas atualizações.	Positivo
